,artist,rank,title
630,Eric B. & Rakim,6,Let The Rhythm Hit 'Em
631,Sir Mix-A-Lot,7,My Hooptie
632,Young And Restless,8,"""B"" Girls"
633,Compton's Most Wanted,9,One Time Gaffled Em Up
634,Icey Jaye,10,It's Just A Girl Thing
635,Public Enemy,11,911 Is A Joke
636,David Bowie With Queen Latifah,12,Fame 90
637,Kwame & A New Beginning,13,Ownlee Eue
638,The West Coast Rap All-Stars,14,We're All In The Same Gang
639,Nice & Smooth,15,Funky For You
640,Mellow Man Ace,16,Mentirosa
641,Digital Underground,17,The Humpty Dance
642,XClan,18,Raise The Flag
643,Jungle Brothers,19,What U Waitin 4?
644,Silk Tymes Leather,20,The Woman In Me
645,Above The Law,21,Untouchable
646,Audio Two,22,On The Road Again
647,The UBC,23,U Treat Me Right
648,Kool Moe Dee,24,God Made Me Funke
649,Def Dames,25,Set It Off
650,Snap!,1,The Power
651,M.C. Hammer,2,U Can't Touch This
652,Partners In Kryme,3,Turtle Power
653,Power Jam Featuring Chill Rob G,4,The Power
654,Ice Cube,5,Amerikkka's Most Wanted
655,Eric B. & Rakim,6,Let The Rhythm Hit 'Em
656,The West Coast Rap All-Stars,7,We're All In The Same Gang
657,Compton's Most Wanted,8,One Time Gaffled Em Up
658,Sir Mix-A-Lot,9,My Hooptie
659,Icey Jaye,10,It's Just A Girl Thing
660,Kwame & A New Beginning,11,Ownlee Eue
661,David Bowie With Queen Latifah,12,Fame 90
662,Above The Law,13,Untouchable
663,Public Enemy,14,911 Is A Joke
664,Mellow Man Ace,15,Mentirosa
665,Young And Restless,16,"""B"" Girls"
666,Silk Tymes Leather,17,The Woman In Me
667,Audio Two,18,On The Road Again
668,Nice & Smooth,19,Funky For You
669,Jungle Brothers,20,What U Waitin 4?
670,Kool Moe Dee,21,God Made Me Funke
671,The UBC,22,U Treat Me Right
672,Digital Underground,23,The Humpty Dance
673,Poison Clan,24,The Girl That I Hate
674,K-Solo,25,Spellbound
675,Snap!,1,The Power
676,Partners In Kryme,2,Turtle Power
677,M.C. Hammer,3,U Can't Touch This
678,The West Coast Rap All-Stars,4,We're All In The Same Gang
679,Eric B. & Rakim,5,Let The Rhythm Hit 'Em
680,Power Jam Featuring Chill Rob G,6,The Power
681,Ice Cube,7,Amerikkka's Most Wanted
682,Compton's Most Wanted,8,One Time Gaffled Em Up
683,Kwame & A New Beginning,9,Ownlee Eue
684,Icey Jaye,10,It's Just A Girl Thing
685,Above The Law,11,Untouchable
686,Sir Mix-A-Lot,12,My Hooptie
687,The UBC,13,U Treat Me Right
688,D-Nice,14,Call Me D-Nice
689,Mellow Man Ace,15,Mentirosa
690,Silk Tymes Leather,16,The Woman In Me
691,Kool Moe Dee,17,God Made Me Funke
692,K-Solo,18,Spellbound
693,Poor Righteous Teachers,19,Rock Dis Funky Joint
694,Public Enemy,20,911 Is A Joke
695,Poison Clan,21,The Girl That I Hate
696,Def Dames,22,Set It Off
697,M.C. Smooth,23,Smooth & Legit
698,David Bowie With Queen Latifah,24,Fame 90
699,Audio Two,25,On The Road Again
700,The West Coast Rap All-Stars,1,We're All In The Same Gang
701,Snap!,2,The Power
702,Eric B. & Rakim,3,Let The Rhythm Hit 'Em
703,M.C. Hammer,4,U Can't Touch This
704,Compton's Most Wanted,5,One Time Gaffled Em Up
705,Kwame & A New Beginning,6,Ownlee Eue
706,Partners In Kryme,7,Turtle Power
707,Above The Law,8,Untouchable
708,Power Jam Featuring Chill Rob G,9,The Power
709,Ice Cube,10,Amerikkka's Most Wanted
710,D-Nice,11,Call Me D-Nice
711,Icey Jaye,12,It's Just A Girl Thing
712,Kool Moe Dee,13,God Made Me Funke
713,Poor Righteous Teachers,14,Rock Dis Funky Joint
714,The UBC,15,U Treat Me Right
715,K-Solo,16,Spellbound
716,Mellow Man Ace,17,Mentirosa
717,Poison Clan,18,The Girl That I Hate
718,M.C. Smooth,19,Smooth & Legit
719,Silk Tymes Leather,20,The Woman In Me
720,Def Dames,21,Set It Off
721,Public Enemy,22,911 Is A Joke
722,Sir Mix-A-Lot,23,My Hooptie
723,Kid Frost,24,La Raza
724,Digital Underground,25,The Humpty Dance
725,The West Coast Rap All-Stars,1,We're All In The Same Gang
726,Eric B. & Rakim,2,Let The Rhythm Hit 'Em
727,Kwame & A New Beginning,3,Ownlee Eue
728,Snap!,4,The Power
729,Compton's Most Wanted,5,One Time Gaffled Em Up
730,Above The Law,6,Untouchable
731,M.C. Hammer,7,U Can't Touch This
732,D-Nice,8,Call Me D-Nice
733,Power Jam Featuring Chill Rob G,9,The Power
734,The UBC,10,U Treat Me Right
735,K-Solo,11,Spellbound
736,Poor Righteous Teachers,12,Rock Dis Funky Joint
737,Kool Moe Dee,13,God Made Me Funke
738,Ice Cube,14,Amerikkka's Most Wanted
739,Mellow Man Ace,15,Mentirosa
740,M.C. Smooth,16,Smooth & Legit
741,Partners In Kryme,17,Turtle Power
742,Icey Jaye,18,It's Just A Girl Thing
743,Poison Clan,19,The Girl That I Hate
744,Def Dames,20,Set It Off
745,Silk Tymes Leather,21,The Woman In Me
746,Luke Featuring The 2 Live Crew,22,Banned In The U.S.A.
747,Kid Frost,23,La Raza
748,Public Enemy,24,Brother's Gonna Work It Out
749,Public Enemy,25,911 Is A Joke
750,The West Coast Rap All-Stars,1,We're All In The Same Gang
751,Eric B. & Rakim,2,Let The Rhythm Hit 'Em
752,Kwame & A New Beginning,3,Ownlee Eue
753,Above The Law,4,Untouchable
754,Compton's Most Wanted,5,One Time Gaffled Em Up
755,D-Nice,6,Call Me D-Nice
756,Snap!,7,The Power
757,Luke Featuring The 2 Live Crew,8,Banned In The U.S.A.
758,K-Solo,9,Spellbound
759,Kool Moe Dee,10,God Made Me Funke
760,Poor Righteous Teachers,11,Rock Dis Funky Joint
761,M.C. Hammer,12,U Can't Touch This
762,M.C. Smooth,13,Smooth & Legit
763,The UBC,14,U Treat Me Right
764,Mellow Man Ace,15,Mentirosa
765,Father M.C.,16,Treat Them Like They Want To Be. . .
766,Ice Cube,17,Amerikkka's Most Wanted
767,Kid Frost,18,La Raza
768,Power Jam Featuring Chill Rob G,19,The Power
769,Poison Clan,20,The Girl That I Hate
770,M.C. Trouble,21,(I Wanna) Make You Mine
771,LL Cool J,22,To Da Break Of Dawn
772,Three Times Dope,23,Weak At The Knees
773,M.C. Hammer,24,Have You Seen Her
774,Def Dames,25,Set It Off
775,The West Coast Rap All-Stars,1,We're All In The Same Gang
776,Eric B. & Rakim,2,Let The Rhythm Hit 'Em
777,Kwame & A New Beginning,3,Ownlee Eue
778,Above The Law,4,Untouchable
779,D-Nice,5,Call Me D-Nice
780,Luke Featuring The 2 Live Crew,6,Banned In The U.S.A.
781,Compton's Most Wanted,7,One Time Gaffled Em Up
782,Snap!,8,The Power
783,K-Solo,9,Spellbound
784,Poor Righteous Teachers,10,Rock Dis Funky Joint
785,M.C. Smooth,11,Smooth & Legit
786,Three Times Dope,12,Weak At The Knees
787,The UBC,13,U Treat Me Right
788,Father M.C.,14,Treat Them Like They Want To Be. . .
789,Kid Frost,15,La Raza
790,M.C. Trouble,16,(I Wanna) Make You Mine
791,Kool Moe Dee,17,God Made Me Funke
792,Mellow Man Ace,18,Mentirosa
793,LL Cool J,19,To Da Break Of Dawn
794,M.C. Hammer,20,Have You Seen Her
795,Boogie Down Productions,21,Love's Gonna Get'cha (Material Love)
796,Ice Cube,22,Amerikkka's Most Wanted
797,M.C. Hammer,23,U Can't Touch This
798,Digital Underground,24,Doowutchyalike
799,Public Enemy,25,Brother's Gonna Work It Out
800,Above The Law,1,Untouchable
801,Luke Featuring The 2 Live Crew,2,Banned In The U.S.A.
802,D-Nice,3,Call Me D-Nice
803,Kwame & A New Beginning,4,Ownlee Eue
804,Eric B. & Rakim,5,Let The Rhythm Hit 'Em
805,The West Coast Rap All-Stars,6,We're All In The Same Gang
806,K-Solo,7,Spellbound
807,Poor Righteous Teachers,8,Rock Dis Funky Joint
808,Father M.C.,9,Treat Them Like They Want To Be. . .
809,Three Times Dope,10,Weak At The Knees
810,Kid Frost,11,La Raza
811,Compton's Most Wanted,12,One Time Gaffled Em Up
812,Snap!,13,The Power
813,M.C. Hammer,14,Have You Seen Her
814,M.C. Smooth,15,Smooth & Legit
815,M.C. Trouble,16,(I Wanna) Make You Mine
816,LL Cool J,17,To Da Break Of Dawn
817,Boogie Down Productions,18,Love's Gonna Get'cha (Material Love)
818,Mellow Man Ace,19,Mentirosa
819,Digital Underground,20,Doowutchyalike
820,Master Ace,21,Me And The Biz
821,The UBC,22,U Treat Me Right
822,Kid 'N Play,23,Back To Basix
823,Kool Moe Dee,24,God Made Me Funke
824,Public Enemy,25,Brother's Gonna Work It Out
825,Luke Featuring The 2 Live Crew,1,Banned In The U.S.A.
826,D-Nice,2,Call Me D-Nice
827,Kwame & A New Beginning,3,Ownlee Eue
828,The West Coast Rap All-Stars,4,We're All In The Same Gang
829,Above The Law,5,Untouchable
830,Eric B. & Rakim,6,Let The Rhythm Hit 'Em
831,Poor Righteous Teachers,7,Rock Dis Funky Joint
832,Father M.C.,8,Treat Them Like They Want To Be. . .
833,Three Times Dope,9,Weak At The Knees
834,K-Solo,10,Spellbound
835,M.C. Smooth,11,Smooth & Legit
836,Kid Frost,12,La Raza
837,Boogie Down Productions,13,Love's Gonna Get'cha (Material Love)
838,M.C. Hammer,14,Have You Seen Her
839,M.C. Trouble,15,(I Wanna) Make You Mine
840,Snap!,16,The Power
841,Master Ace,17,Me And The Biz
842,LL Cool J,18,To Da Break Of Dawn
843,Digital Underground,19,Doowutchyalike
844,Compton's Most Wanted,20,One Time Gaffled Em Up
845,Kid 'N Play,21,Back To Basix
846,Public Enemy,22,Brother's Gonna Work It Out
847,King Tee,23,Ruff Rhyme (Back Again)
848,Kyper,24,Tic-Tac-Toe
849,Mellow Man Ace,25,Mentirosa
850,D-Nice,1,Call Me D-Nice
851,Luke Featuring The 2 Live Crew,2,Banned In The U.S.A.
852,Kwame & A New Beginning,3,Ownlee Eue
853,Above The Law,4,Untouchable
854,Father M.C.,5,Treat Them Like They Want To Be. . .
855,The West Coast Rap All-Stars,6,We're All In The Same Gang
856,Poor Righteous Teachers,7,Rock Dis Funky Joint
857,Three Times Dope,8,Weak At The Knees
858,Kid Frost,9,La Raza
859,M.C. Hammer,10,Have You Seen Her
860,Boogie Down Productions,11,Love's Gonna Get'cha (Material Love)
861,Master Ace,12,Me And The Biz
862,Eric B. & Rakim,13,Let The Rhythm Hit 'Em
863,LL Cool J,14,The Boomin' System
864,M.C. Smooth,15,Smooth & Legit
865,M.C. Trouble,16,(I Wanna) Make You Mine
866,Kid 'N Play,17,Back To Basix
867,K-Solo,18,Spellbound
868,Kyper,19,Tic-Tac-Toe
869,Digital Underground,20,Doowutchyalike
870,Oaktown's 3.5.7,21,We Like It
871,Doc Box & B. Fresh,22,Slow Love
872,King Tee,23,Ruff Rhyme (Back Again)
873,Public Enemy,24,Brother's Gonna Work It Out
874,A Tribe Called Quest,25,Bonita Applebum
875,D-Nice,1,Call Me D-Nice
876,Luke Featuring The 2 Live Crew,2,Banned In The U.S.A.
877,Father M.C.,3,Treat Them Like They Want To Be. . .
878,Poor Righteous Teachers,4,Rock Dis Funky Joint
879,Three Times Dope,5,Weak At The Knees
880,Boogie Down Productions,6,Love's Gonna Get'cha (Material Love)
881,Kid Frost,7,La Raza
882,Kwame & A New Beginning,8,Ownlee Eue
883,The West Coast Rap All-Stars,9,We're All In The Same Gang
884,M.C. Hammer,10,Have You Seen Her
885,LL Cool J,11,The Boomin' System
886,Master Ace,12,Me And The Biz
887,Above The Law,13,Untouchable
888,M.C. Smooth,14,Smooth & Legit
889,M.C. Trouble,15,(I Wanna) Make You Mine
890,Kid 'N Play,16,Back To Basix
891,Kyper,17,Tic-Tac-Toe
892,King Tee,18,Ruff Rhyme (Back Again)
893,A Tribe Called Quest,19,Bonita Applebum
894,Doc Box & B. Fresh,20,Slow Love
895,Oaktown's 3.5.7,21,We Like It
896,Digital Underground,22,Doowutchyalike
897,Eric B. & Rakim,23,Let The Rhythm Hit 'Em
898,Public Enemy,24,Brother's Gonna Work It Out
899,Kool G Rap & D.J. Polo,25,Streets Of New York
900,D-Nice,1,Call Me D-Nice
901,Father M.C.,2,Treat Them Like They Want To Be. . .
902,Three Times Dope,3,Weak At The Knees
903,LL Cool J,4,The Boomin' System
904,Boogie Down Productions,5,Love's Gonna Get'cha (Material Love)
905,Poor Righteous Teachers,6,Rock Dis Funky Joint
906,Kid Frost,7,La Raza
907,Master Ace,8,Me And The Biz
908,M.C. Hammer,9,Have You Seen Her
909,Luke Featuring The 2 Live Crew,10,Banned In The U.S.A.
910,Kwame & A New Beginning,11,Ownlee Eue
911,Kyper,12,Tic-Tac-Toe
912,The West Coast Rap All-Stars,13,We're All In The Same Gang
913,Doc Box & B. Fresh,14,Slow Love
914,M.C. Trouble,15,(I Wanna) Make You Mine
915,Kid 'N Play,16,Back To Basix
916,Vanilla Ice,17,Ice Ice Baby
917,A Tribe Called Quest,18,Bonita Applebum
918,King Tee,19,Ruff Rhyme (Back Again)
919,Oaktown's 3.5.7,20,We Like It
920,M.C. Smooth,21,Smooth & Legit
921,Candyman,22,Knockin' Boots
922,Kool G Rap & D.J. Polo,23,Streets Of New York
923,Above The Law,24,Untouchable
924,Snap!,25,Ooops Up
925,D-Nice,1,Call Me D-Nice
926,Father M.C.,2,Treat Them Like They Want To Be. . .
927,LL Cool J,3,The Boomin' System
928,Boogie Down Productions,4,Love's Gonna Get'cha (Material Love)
929,Poor Righteous Teachers,5,Rock Dis Funky Joint
930,Kid Frost,6,La Raza
931,Three Times Dope,7,Weak At The Knees
932,Master Ace,8,Me And The Biz
933,M.C. Hammer,9,Have You Seen Her
934,Vanilla Ice,10,Ice Ice Baby
935,A Tribe Called Quest,11,Bonita Applebum
936,Doc Box & B. Fresh,12,Slow Love
937,Kyper,13,Tic-Tac-Toe
938,Candyman,14,Knockin' Boots
939,Luke Featuring The 2 Live Crew,15,Banned In The U.S.A.
940,Kid 'N Play,16,Back To Basix
941,Kwame & A New Beginning,17,Ownlee Eue
942,King Tee,18,Ruff Rhyme (Back Again)
943,M.C. Trouble,19,(I Wanna) Make You Mine
944,N.W.A,20,100 Miles And Runnin'
945,Oaktown's 3.5.7,21,We Like It
946,Kool G Rap & D.J. Polo,22,Streets Of New York
947,MC Lyte,23,Cappucino
948,The West Coast Rap All-Stars,24,We're All In The Same Gang
949,Snap!,25,Ooops Up
950,Father M.C.,1,Treat Them Like They Want To Be. . .
951,LL Cool J,2,The Boomin' System
952,D-Nice,3,Call Me D-Nice
953,Boogie Down Productions,4,Love's Gonna Get'cha (Material Love)
954,Vanilla Ice,5,Ice Ice Baby
955,Poor Righteous Teachers,6,Rock Dis Funky Joint
956,A Tribe Called Quest,7,Bonita Applebum
957,Master Ace,8,Me And The Biz
958,Candyman,9,Knockin' Boots
959,Doc Box & B. Fresh,10,Slow Love
960,M.C. Hammer,11,Have You Seen Her
961,Kyper,12,Tic-Tac-Toe
962,Kid Frost,13,La Raza
963,Three Times Dope,14,Weak At The Knees
964,Kool G Rap & D.J. Polo,15,Streets Of New York
965,N.W.A,16,100 Miles And Runnin'
966,Snap!,17,Ooops Up
967,Kwame & A New Beginning,18,Ownlee Eue
968,MC Lyte,19,Cappucino
969,King Tee,20,Ruff Rhyme (Back Again)
970,Oaktown's 3.5.7,21,We Like It
971,Kid 'N Play,22,Back To Basix
972,Luke Featuring The 2 Live Crew,23,Banned In The U.S.A.
973,The West Coast Rap All-Stars,24,We're All In The Same Gang
974,M.C. Trouble,25,(I Wanna) Make You Mine
975,LL Cool J,1,The Boomin' System
976,Father M.C.,2,Treat Them Like They Want To Be. . .
977,Vanilla Ice,3,Ice Ice Baby
978,Boogie Down Productions,4,Love's Gonna Get'cha (Material Love)
979,Candyman,5,Knockin' Boots
980,D-Nice,6,Call Me D-Nice
981,A Tribe Called Quest,7,Bonita Applebum
982,Doc Box & B. Fresh,8,Slow Love
983,Poor Righteous Teachers,9,Rock Dis Funky Joint
984,Kyper,10,Tic-Tac-Toe
985,Kid Frost,11,La Raza
986,Kool G Rap & D.J. Polo,12,Streets Of New York
987,Snap!,13,Ooops Up
988,N.W.A,14,100 Miles And Runnin'
989,MC Lyte,15,Cappucino
990,M.C. Hammer,16,Have You Seen Her
991,Master Ace,17,Me And The Biz
992,King Tee,18,Ruff Rhyme (Back Again)
993,Professor Griff,19,The Verdict
994,Three Times Dope,20,Weak At The Knees
995,Oaktown's 3.5.7,21,We Like It
996,The Jaz,22,The Originators
997,Kwame & A New Beginning,23,Ownlee Eue
998,C.P.O.,24,Ballad Of A Menace
999,Red Bandit Feat. Ricky Bell,25,Please Don't Cry
1000,LL Cool J,1,The Boomin' System
1001,Vanilla Ice,2,Ice Ice Baby
1002,Candyman,3,Knockin' Boots
1003,Father M.C.,4,Treat Them Like They Want To Be. . .
1004,A Tribe Called Quest,5,Bonita Applebum
1005,Boogie Down Productions,6,Love's Gonna Get'cha (Material Love)
1006,Doc Box & B. Fresh,7,Slow Love
1007,Snap!,8,Ooops Up
1008,D-Nice,9,Call Me D-Nice
1009,N.W.A,10,100 Miles And Runnin'
1010,Kool G Rap & D.J. Polo,11,Streets Of New York
1011,MC Lyte,12,Cappucino
1012,Kyper,13,Tic-Tac-Toe
1013,Poor Righteous Teachers,14,Rock Dis Funky Joint
1014,Kid Frost,15,La Raza
1015,Special Ed,16,The Mission
1016,Professor Griff,17,The Verdict
1017,The Jaz,18,The Originators
1018,Master Ace,19,Me And The Biz
1019,M.C. Hammer,20,Have You Seen Her
1020,K-Solo,21,Your Mom's In My Business
1021,Eric B. & Rakim,22,In The Ghetto
1022,C.P.O.,23,Ballad Of A Menace
1023,Red Bandit Feat. Ricky Bell,24,Please Don't Cry
1024,King Tee,25,Ruff Rhyme (Back Again)
1025,Vanilla Ice,1,Ice Ice Baby
1026,LL Cool J,2,The Boomin' System
1027,Candyman,3,Knockin' Boots
1028,A Tribe Called Quest,4,Bonita Applebum
1029,Snap!,5,Ooops Up
1030,Doc Box & B. Fresh,6,Slow Love
1031,Father M.C.,7,Treat Them Like They Want To Be. . .
1032,Boogie Down Productions,8,Love's Gonna Get'cha (Material Love)
1033,N.W.A,9,100 Miles And Runnin'
1034,Kool G Rap & D.J. Polo,10,Streets Of New York
1035,MC Lyte,11,Cappucino
1036,Kyper,12,Tic-Tac-Toe
1037,D-Nice,13,Call Me D-Nice
1038,Special Ed,14,The Mission
1039,Eric B. & Rakim,15,In The Ghetto
1040,The Jaz,16,The Originators
1041,Professor Griff,17,The Verdict
1042,K-Solo,18,Your Mom's In My Business
1043,M.C. Hammer,19,Pray
1044,Red Bandit Feat. Ricky Bell,20,Please Don't Cry
1045,C.P.O.,21,Ballad Of A Menace
1046,Kid Frost,22,La Raza
1047,Kings Of Swing,23,Nod Your Head To This
1048,Kid Sensation,24,Seatown Ballers
1049,Poor Righteous Teachers,25,Rock Dis Funky Joint
1050,Candyman,1,Knockin' Boots
1051,Vanilla Ice,2,Ice Ice Baby
1052,LL Cool J,3,The Boomin' System
1053,A Tribe Called Quest,4,Bonita Applebum
1054,Snap!,5,Ooops Up
1055,N.W.A,6,100 Miles And Runnin'
1056,Kool G Rap & D.J. Polo,7,Streets Of New York
1057,MC Lyte,8,Cappucino
1058,Special Ed,9,The Mission
1059,Boogie Down Productions,10,Love's Gonna Get'cha (Material Love)
1060,Eric B. & Rakim,11,In The Ghetto
1061,M.C. Hammer,12,Pray
1062,K-Solo,13,Your Mom's In My Business
1063,Father M.C.,14,Treat Them Like They Want To Be. . .
1064,The Jaz,15,The Originators
1065,Doc Box & B. Fresh,16,Slow Love
1066,D-Nice,17,Call Me D-Nice
1067,Kings Of Swing,18,Nod Your Head To This
1068,Monie Love,19,Monie In The Middle
1069,Sir Mix-A-Lot,20,I Got Game
1070,Kid Sensation,21,Seatown Ballers
1071,Professor Griff,22,The Verdict
1072,C.P.O.,23,Ballad Of A Menace
1073,Luke Featuring The 2 Live Crew,24,Mama Juanita
1074,Cool C,25,Life In The Ghetto
1075,Candyman,1,Knockin' Boots
1076,Vanilla Ice,2,Ice Ice Baby
1077,LL Cool J,3,The Boomin' System
1078,N.W.A,4,100 Miles And Runnin'
1079,Snap!,5,Ooops Up
1080,Kool G Rap & D.J. Polo,6,Streets Of New York
1081,A Tribe Called Quest,7,Bonita Applebum
1082,MC Lyte,8,Cappucino
1083,Special Ed,9,The Mission
1084,Eric B. & Rakim,10,In The Ghetto
1085,M.C. Hammer,11,Pray
1086,K-Solo,12,Your Mom's In My Business
1087,The Jaz,13,The Originators
1088,Monie Love,14,Monie In The Middle
1089,Kings Of Swing,15,Nod Your Head To This
1090,Boogie Down Productions,16,Love's Gonna Get'cha (Material Love)
1091,Doc Box & B. Fresh,17,Slow Love
1092,Too $hort,18,The Ghetto
1093,Luke Featuring The 2 Live Crew,19,Mama Juanita
1094,Father M.C.,20,Treat Them Like They Want To Be. . .
1095,Cool C,21,Life In The Ghetto
1096,Sir Mix-A-Lot,22,I Got Game
1097,Father M.C.,23,I'll Do 4 U
1098,Kid Sensation,24,Seatown Ballers
1099,Compton's Most Wanted,25,I'm Wit Dat
1100,Candyman,1,Knockin' Boots
1101,N.W.A,2,100 Miles And Runnin'
1102,Snap!,3,Ooops Up
1103,Vanilla Ice,4,Ice Ice Baby
1104,Kool G Rap & D.J. Polo,5,Streets Of New York
1105,LL Cool J,6,The Boomin' System
1106,Special Ed,7,The Mission
1107,MC Lyte,8,Cappucino
1108,Monie Love,9,Monie In The Middle
1109,M.C. Hammer,10,Pray
1110,K-Solo,11,Your Mom's In My Business
1111,A Tribe Called Quest,12,Bonita Applebum
1112,Eric B. & Rakim,13,In The Ghetto
1113,Too $hort,14,The Ghetto
1114,Kings Of Swing,15,Nod Your Head To This
1115,The Jaz,16,The Originators
1116,Luke Featuring The 2 Live Crew,17,Mama Juanita
1117,Cool C,18,Life In The Ghetto
1118,Boogie Down Productions,19,Love's Gonna Get'cha (Material Love)
1119,Sir Mix-A-Lot,20,I Got Game
1120,Poor Righteous Teachers,21,Holy Intellect
1121,Kwame & A New Beginning,22,Hai Love
1122,Criminal Nation,23,Insane
1123,Intelligent Hoodlum,24,Back To Reality
1124,Compton's Most Wanted,25,I'm Wit Dat
1125,Candyman,1,Knockin' Boots
1126,N.W.A,2,100 Miles And Runnin'
1127,Kool G Rap & D.J. Polo,3,Streets Of New York
1128,Vanilla Ice,4,Ice Ice Baby
1129,Monie Love,5,Monie In The Middle
1130,Special Ed,6,The Mission
1131,Snap!,7,Ooops Up
1132,LL Cool J,8,The Boomin' System
1133,M.C. Hammer,9,Pray
1134,K-Solo,10,Your Mom's In My Business
1135,Too $hort,11,The Ghetto
1136,Eric B. & Rakim,12,In The Ghetto
1137,Luke Featuring The 2 Live Crew,13,Mama Juanita
1138,Kings Of Swing,14,Nod Your Head To This
1139,Father M.C.,15,I'll Do 4 U
1140,MC Lyte,16,Cappucino
1141,Cool C,17,Life In The Ghetto
1142,Poor Righteous Teachers,18,Holy Intellect
1143,The Jaz,19,The Originators
1144,Cheba,20,The Piper
1145,Intelligent Hoodlum,21,Back To Reality
1146,Big Daddy Kane,22,Cause I Can Do It Right
1147,A Tribe Called Quest,23,Bonita Applebum
1148,Kwame & A New Beginning,24,Hai Love
1149,Criminal Nation,25,Insane
1150,Candyman,1,Knockin' Boots
1151,N.W.A,2,100 Miles And Runnin'
1152,Monie Love,3,Monie In The Middle
1153,Kool G Rap & D.J. Polo,4,Streets Of New York
1154,Special Ed,5,The Mission
1155,K-Solo,6,Your Mom's In My Business
1156,M.C. Hammer,7,Pray
1157,Too $hort,8,The Ghetto
1158,Vanilla Ice,9,Ice Ice Baby
1159,Father M.C.,10,I'll Do 4 U
1160,Snap!,11,Ooops Up
1161,LL Cool J,12,The Boomin' System
1162,Luke Featuring The 2 Live Crew,13,Mama Juanita
1163,Eric B. & Rakim,14,In The Ghetto
1164,Kings Of Swing,15,Nod Your Head To This
1165,Poor Righteous Teachers,16,Holy Intellect
1166,Cheba,17,The Piper
1167,Big Daddy Kane,18,Cause I Can Do It Right
1168,Intelligent Hoodlum,19,Back To Reality
1169,Cool C,20,Life In The Ghetto
1170,Kwame & A New Beginning,21,Hai Love
1171,Criminal Nation,22,Insane
1172,Sir Mix-A-Lot,23,I Got Game
1173,MC Lyte,24,Cappucino
1174,A Tribe Called Quest,25,Bonita Applebum
1175,Candyman,1,Knockin' Boots
1176,Monie Love,2,Monie In The Middle
1177,N.W.A,3,100 Miles And Runnin'
1178,Too $hort,4,The Ghetto
1179,K-Solo,5,Your Mom's In My Business
